the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.82074861232886 40.69142774126193),4,Queens,409,28,24,10,5,3204,1707,AAR,backless,05/19/2016,125-06 101st Avenue,125-06 101st Avenue,101st Avenue,126th Street & 125th Street,Queens,409,Not Applicable,Not Applicable,40.691436,-73.82075,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75835863424574 40.665276744130125),4,Queens,413,31,31,10,5,3751,442,General,backless,02/13/2018,144-47 Springfield Boulevard,144-47 Springfield Boulevard,Springfield Boulevard,145th Avenue & S Conduit Avenue,Queens,413,Q77,Not Applicable,40.665285,-73.75836,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.78607262133225 40.72758573304877),4,Queens,408,24,24,11,5,740,569,Bus Route,backless,04/17/2013,182-10 & 182-08 Union Turnpike,182-10 Union Turnpike,Union Turnpike,Kent Street & 183rd Street,Queens,408,Q46,Not Applicable,40.727594,-73.786074,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92404957576565 40.744804734448174),4,Queens,402,26,37,12,14,2515,1191,BID,backed,07/25/2014,43-45 40th Street,43-45 40th Street,40th Street,Queens Boulevard & 43rd Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.744813,-73.924051,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84318559998924 40.7785927246375),4,Queens,407,19,27,11,14,2839,1704,Municipal Facilities,backed,11/24/2014,125-10 23rd Avenue,125-10 23rd Avenue,23rd Avenue,125th Street and 126th Street,Queens,407,Not Applicable,Not Applicable,40.778601,-73.843187,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,389,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89063858623742 40.74908173233256),4,Queens,403,25,39,13,14,4106,0,General,backed 2,02/07/2019,75-07 37th Avenue,75-07 37th Avenue,37th Avenue,75th Street & 76th Street,Queens,403,Not Applicable,Not Applicable,40.74909,-73.89064,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7900816180116 40.765124725795694),4,Queens,411,19,26,11,6,2980,2051,Municipal Facilities,backed,01/30/2015,34-65 192nd Street,34-65 192nd Street,Francis Lewis Boulevard,34th Avenue and 35th Avenue,Queens,411,Q28,Not Applicable,40.765133,-73.790083,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88004458923749 40.76380972907838),4,Queens,403,22,34,13,14,3352,2162,General,backed,07/13/2016,89-01 Astoria Boulevard,89-01 Astoria Boulevard,Astoria Boulevard,89th Street & 25th Avenue,Queens,403,Not Applicable,Not Applicable,40.763818,-73.880046,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78124562548419 40.686789740949195),4,Queens,412,27,32,14,5,2843,1541,Municipal Facilities,backed,12/11/2014,166-01 116th Avenue,166-01 116th Avenue,166th Street,166th Street and 167th Street,Queens,412,Not Applicable,Not Applicable,40.686798,-73.781247,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.71633664326316 40.73559572947717),4,Queens,413,23,33,11,3,2606,704,Municipal Facilities,backless,07/11/2014,251-10 Hillside Avenue,251-10 Hillside Avenue,Hillside Avenue,251st Street and 252nd Street,Queens,413,Q43,Not Applicable,40.735604,-73.716338,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91096257830532 40.77589272765658),4,Queens,401,22,36,13,14,3518,2457,General,backed,12/03/2016,22-11 31st Street,22-11 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,401,Not Applicable,Not Applicable,40.775901,-73.910964,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89020658597116 40.746163732767606),4,Queens,404,25,39,16,14,4215,859,Bus Route,backless 2,01/24/2019,75-01 Broadway,75-01 Broadway,Broadway,75th Street & 76th Street,Queens,404,Q53,Not Applicable,40.746172,-73.890208,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91977357774837 40.74188073496673),4,Queens,402,26,37,12,14,1079,165,BID,backed,08/01/2012,45-01 Greenpoint Avenue,45-01 Greenpoint Avenue,Greenpoint Avenue,45th and 46th Streets,Queens,402,Not Applicable,Sunnyside Shines,40.741889,-73.919775,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93502057273378 40.74489373488193),4,Queens,402,26,37,12,12,3313,680,Municipal Facilities,backed,07/06/2016,31-10 Thomson Avenue,31-10 Thomson Avenue,Thomson Avenue,31st Street & 31st Place,Queens,402,Not Applicable,Not Applicable,40.744902,-73.935022,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.73948664055413 40.66014374484977),4,Queens,413,31,31,10,5,3172,1904,General,backed,05/25/2016,144-20 243rd Street,144-20 243rd Street,243rd Street,144th Avenue & 145th Avenue,Queens,413,Not Applicable,Not Applicable,40.660152,-73.739488,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.71732064168785 40.7441697270035),4,Queens,413,23,24,11,3,2202,1052,General,backed,12/09/2013,253-22 Union Turnpike,253-22 Union Turnpike,Union Turnpike,Little Neck Parkway and 254th Street,Queens,413,Not Applicable,Not Applicable,40.744178,-73.717322,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87157659341877 40.73383973455544),4,Queens,404,25,35,16,6,2613,1617,General,backed,08/04/2014,90-15 Queens Boulevard,90-15 Queens Boulevard,59th Avenue,57th & 59th Avenue,Queens,404,Not Applicable,Not Applicable,40.733848,-73.871578,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.8732145917641 40.74876673165488),4,Queens,404,21,34,13,14,2493,1260,General,backed,06/10/2014,93-19 Roosevelt Avenue,93-19 Roosevelt Avenue,94th Street,93rd Street and 94th Street,Queens,403,Not Applicable,Not Applicable,40.748775,-73.873216,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85929659826023 40.711773738824554),4,Queens,406,29,28,15,6,4224,303,Bus Route,backless 2,01/29/2019,90-13 Metropolitan Avenue,90-13 Metropolitan Avenue,Woodhaven Blvd,Pole Place & Metropolitan Avenue,Queens,406,Q52,Not Applicable,40.711782,-73.859298,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88469658791716 40.74586173316765),4,Queens,404,25,39,16,6,3812,143,Senior Safety,backed 2,06/28/2017,80-98 41st Avenue,80-98 41st Avenue,41st Avenue,80th Street & 81st Street,Queens,404,Not Applicable,Not Applicable,40.74587,-73.884698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91511757697533 40.775931727624176),4,Queens,401,22,36,12,14,2020,824,General,backed,08/01/2013,27-04 23rd Avenue,27-04 23rd Avenue,23rd Avenue,27th & 28th Street,Queens,401,Not Applicable,Not Applicable,40.77594,-73.915119,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88037258889537 40.75014473195133),4,Queens,403,21,34,13,14,3360,735,General,backed,07/19/2016,86-12 37th Avenue,86-12 37th Avenue,37th Avenue,86th Avenue & 87th Avenue,Queens,403,Not Applicable,Not Applicable,40.750153,-73.880374,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7779886231995 40.736913730811224),4,Queens,408,23,25,11,6,3349,76,Municipal Facilities,backed 2,07/11/2016,195-02 69th Avenue,195-02 69th Avenue,69th Avenue,195th Lane & 197th Street,Queens,408,Not Applicable,Not Applicable,40.736922,-73.77799,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,396,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77314962293455 40.767757724890906),4,Queens,411,19,26,11,6,1505,328,BID,backed,01/25/2013,36-41 Bell Blvd,36-41 Bell Blvd,Bell Blvd,36th and 38th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.767766,-73.773151,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80418061599346 40.72015773554416),4,Queens,408,24,25,14,6,3206,2026,General,backed,05/05/2016,81-15 164th Street,81-15 164th Street,164th Street,81st Avenue & Goethals Avenue,Queens,408,Not Applicable,Not Applicable,40.720166,-73.804182,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80712961759285 40.67485174441025),4,Queens,410,28,31,10,5,2181,807,General,backed,09/23/2013,131-14 Rockaway Boulevard,131-14 Rockaway Boulevard,Rockaway Boulevard,131st Street and 132th Street,Queens,410,Not Applicable,Not Applicable,40.67486,-73.807131,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86026559542525 40.75360773051276),4,Queens,403,21,35,13,14,3963,452,Senior Safety,backed 2,02/09/2018,37-16 108th Street,37-16 108th Street,108th Street,37th Street & 38th Street,Queens,403,Not Applicable,Not Applicable,40.753616,-73.860267,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77099262881697 40.67255974320879),4,Queens,412,28,32,10,5,955,1582,Senior Center,backed,02/05/2013,169-09 137th Avenue,169-09 137th Avenue,137th Avenue,169th & 170th Street,Queens,412,Not Applicable,Not Applicable,40.672568,-73.770994,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95153956730736 40.74312873585459),4,Queens,402,26,37,12,12,2814,1889,General,backed,10/29/2014,10-93 Jackson Avenue,10-93 Jackson Avenue,11th Street,11th Street and 49th Avenue,Queens,402,B62,Not Applicable,40.743137,-73.951541,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.84402960563962 40.684810743111015),4,Queens,409,32,38,15,7,2955,641,Municipal Facilities,backless,12/22/2014,97-08 101st Avenue,97-08 101st Avenue,101st Avenue,97th Street & 98th Street,Queens,409,Q8,Not Applicable,40.684819,-73.844031,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,380,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94597056751803 40.75764073305082),4,Queens,401,26,37,12,12,4031,511,Bus Route,backed 2,04/26/2018,40-13 Vernon Boulevard,9-99 41st Avenue,41st Avenue,Vernon Boulevard & 10th Street,Queens,401,Q102,Not Applicable,40.757649,-73.945972,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.90719057998216 40.75698973187338),4,Queens,401,26,30,13,14,2946,1063,Municipal Facilities,backed,11/12/2014,54-06 31st Avenue,31-05 54th Street,54th Street,31st Avenue & 32nd Avenue,Queens,401,Q18,Not Applicable,40.756998,-73.907192,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88404758783902 40.749755732246044),4,Queens,403,21,39,13,14,2425,996,General,backed,05/12/2014,82-18 37th Avenue,82-18 37th Avenue,37th Avenue,82nd Street and 83rd Street,Queens,403,Not Applicable,82nd Street,40.749764,-73.884049,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.75318163904649 40.60298875595709),4,Queens,414,31,23,10,5,2446,1859,Plaza,backed,12/09/2015,10-31 Beach 20th Street,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,414,Not Applicable,Not Applicable,40.602997,-73.753183,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.91499658127162 40.707112741378005),4,Queens,405,34,37,12,7,2751,1426,Municipal Facilities,backed,11/14/2014,378 Seneca Avenue,378 Seneca Avenue,Seneca Avenue,Stockholm Street & Stanhope Street,Queens,405,Not Applicable,Not Applicable,40.707121,-73.914998,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92590757495346 40.74518173433494),4,Queens,402,26,37,12,14,3315,1740,Municipal Facilities,backed,07/06/2016,43-31 39th Street,43-31 39th Street,39th Street,Queens Boulevard & 43rd Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.74519,-73.925909,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77124862399248 40.76413172572892),4,Queens,411,19,26,11,6,1511,327,BID,backed,01/28/2013,40-07 Bell Blvd,40-07 Bell Blvd,Bell Blvd,40th and 41st Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.76414,-73.77125,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80499561420363 40.73269173264893),4,Queens,408,24,25,16,6,3202,2348,General,backed,06/07/2016,69-21 164th Street,69-21 164th Street,164th Street,Jewel Avenue and 69th Avenue,Queens,408,Not Applicable,Not Applicable,40.7327,-73.804997,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92036557650955 40.74435473470586),4,Queens,402,26,37,12,14,1081,203,BID,backed,09/11/2012,43-46 44th Street,43-46 44th Street,44th Street,Queens Boulevard and 43rd Avenue,Queens,402,Not Applicable,Sunnyside Shines,40.744363,-73.920367,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77997962279322 40.72953373233863),4,Queens,408,23,25,11,6,747,563,Bus Route,backless,04/16/2013,189-19 & 189-23 Union Turnpike,189-23 Union Turnpike,Union Turnpike,189th & 190th Street,Queens,408,Q46,Not Applicable,40.729542,-73.779981,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82165561127958 40.690789741571656),4,Queens,409,28,24,10,5,3247,1853,Municipal Facilities,backed,05/19/2016,101-33 124th Street,101-33 124th Street,124th Street,101st Avenue & 108th Avenue,Queens,409,Not Applicable,Not Applicable,40.690798,-73.821657,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88696058739394 40.749467732640774),4,Queens,403,25,39,13,14,3577,3,General,backed 2,01/20/2017,79-01 37th Avenue,79-01 37th Avenue,37th Avenue,79th Street & 78th Street,Queens,403,Not Applicable,Not Applicable,40.749476,-73.886962,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76858662461972 40.76035472563622),4,Queens,411,19,25,11,6,2547,601,Municipal Facilities,backed,06/11/2014,214-20 Northern Boulevard,214-20 Northern Boulevard,Northern Boulevard,214th Place and Bell Boulevard,Queens,411,Not Applicable,Not Applicable,40.760363,-73.768588,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94022557068557 40.74786873451837),4,Queens,402,26,37,12,12,4141,526,Other,backed 2,03/14/2019,27-20 Jackson Avenue,27-20 Jackson Avenue,Dutch Kills Street,Dutch Kills Street,Queens,402,Not Applicable,Not Applicable,40.747877,-73.940227,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88419258765929 40.755684731223404),4,Queens,403,25,34,13,14,1980,959,General,backed,09/26/2013,83-17 Northern Boulevard,83-17 Northern Boulevard,Northern Boulevard,83rd & 84th Street,Queens,403,Not Applicable,Not Applicable,40.755693,-73.884194,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,0,Plaza,backless,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88070558974294 40.74162473359375),4,Queens,404,25,39,16,6,4219,513,Bus Route,backed,01/31/2019,8277 Broadway,8277 Broadway,Broadway,Whitney Avenue & 45th Avenue,Queens,404,Q52,Not Applicable,40.741633,-73.880707,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94956456783977 40.740358736500156),4,Queens,402,26,37,12,12,2066,779,Community Health Centers,backed,08/14/2013,21-10 Borden Avenue,21-10 Borden Avenue,Borden Avenue,21st and 23rd Streets,Queens,402,Not Applicable,Not Applicable,40.740367,-73.949566,AE,,1
POINT (-73.86276659679952 40.72939873490624),4,Queens,406,29,28,16,6,2290,1154,General,backed,12/11/2013,95-02 63rd Drive,95-02 63rd Drive,63rd Drive,Queens Blvd & Saunders Street,Queens,406,Not Applicable,Not Applicable,40.729407,-73.862768,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83331560644864 40.71595173714161),4,Queens,406,29,27,14,6,2162,0,General,backed 2,09/24/2013,116-55 Queens Boulevard,116-55 Queens Boulevard,Queens Boulevard,77th and 78th Avenues,Queens,406,Q60,Not Applicable,40.71596,-73.833317,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8869952699802 40.75539594889567),4,Queens,403,25,34,13,14,1981,981,General,backed,09/26/2013,80-15 Northern Boulevard,80-15 Northern Boulevard,Northern Boulevard,80th & 81st Street,Queens,403,Not Applicable,Not Applicable,40.7553959489,-73.88699527,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8625749634915 40.74953406636619),4,Queens,404,21,39,13,14,1342,387,Plaza,backed 2,06/01/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495340664,-73.8625749635,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8715365928856 40.7338117345384),4,Queens,404,25,35,16,6,3581,4,General,backed 2,01/21/2017,90-20 Queens Boulevard,90-20 Queens Boulevard,Queens Boulevard,57th Avenue & Woodhaven Boulevard,Queens,404,Not Applicable,Not Applicable,40.73382,-73.871538,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9259795741532 40.76225373083878),4,Queens,401,22,36,12,12,4139,0,Other,backless,05/01/2018,3015 Broadway,3015 Broadway,31st Street,Broadway & 31st Avenue,Queens,401,Q102,Not Applicable,40.762262,-73.925981,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7339425678159 40.72757297594305),4,Queens,413,23,33,11,5,1583,300,General,backed,02/05/2013,223-88 91st Road,223-88 91st Road,Plaza,"Braddock Avenue, Moline Street and 91st Road",Queens,413,Not Applicable,Not Applicable,40.7275729759,-73.7339425678,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79202862157585 40.68030974214645),4,Queens,412,28,32,10,5,2602,119,Municipal Facilities,backed 2,04/20/2017,117-11 Sutphin Boulevard,117-11 Sutphin Boulevard,Sutphin Boulevard,Foch Boulevard and 118th Avenue,Queens,412,Not Applicable,Not Applicable,40.680318,-73.79203,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91085357799209 40.77600872812172),4,Queens,401,22,36,12,14,3512,2454,General,backed,11/30/2016,22-04 31st Street,22-04 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,401,Not Applicable,Not Applicable,40.776017,-73.910855,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92993857371776 40.75632773244688),4,Queens,401,26,30,12,12,4136,0,Other,backless,05/01/2018,3601 31st Street,3601 31st Street,31st Street,36th Avenue & 37th Avenue,Queens,401,Q102,Not Applicable,40.756336,-73.92994,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88682958981732 40.701431741313336),4,Queens,405,30,38,15,6,3541,2235,General,backed,12/09/2016,66-40 Myrtle Avenue,66-40 Myrtle Avenue,Myrtle Avenue,66th Place & 67th Street,Queens,405,Not Applicable,Not Applicable,40.70144,-73.886831,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9505615668042 40.74361673535931),4,Queens,402,26,37,12,12,1577,350,General,backed,12/12/2012,12-01 Jackson Avenue,12-01 Jackson Avenue,Jackson Avenue,48th Avenue & 47th Road,Queens,402,Not Applicable,Not Applicable,40.743625,-73.950563,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.84450860299104 40.72061773671267),4,Queens,406,29,28,16,6,3423,2305,General,backed,07/13/2016,107-37 71st Avenue,107-37 71st Aveue,71st Avenue,Austin Street & Queens Boulevard,Queens,406,Not Applicable,Not Applicable,40.720626,-73.84451,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87574659360965 40.70314074096412),4,Queens,405,30,38,15,6,2529,1244,Municipal Facilities,backed,06/17/2014,78-60 73rd Place,78-60 73rd Place,73rd Place,78th Avenue & Myrtle Avenue,Queens,405,Not Applicable,Not Applicable,40.703149,-73.875748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7497974948695 40.768480734395595),4,Queens,411,19,26,11,3,2466,1119,Plaza,backless,08/19/2014,23421 41st Avenue,23421 41st Avenue,41st Avenue,235th Street,Queens,411,Not Applicable,Not Applicable,40.7684807344,-73.7497974949,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.74317163824048 40.67306074225112),4,Queens,413,31,29,14,5,3241,2031,Municipal Facilities,backed,05/17/2016,229-02 137th Avenue,229-02 137th Avenue,137th Avenue,229th Street & 230th Street,Queens,413,Not Applicable,Not Applicable,40.673069,-73.743173,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82612660696776 40.75157972988131),4,Queens,407,20,25,16,6,502,80,Bus Route,backless,06/20/2012,43-45 Main Street,,Main Street,Elder and Cherry Avenues,Queens,407,Q44,Not Applicable,40.751588,-73.826128,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91761357805096 40.74302973426665),4,Queens,402,26,37,12,14,3336,1176,General,backed,07/07/2016,47-01 Queens Boulevard,47-01 Queens Boulevard,Queens Boulevard,47th Street & 48th Street,Queens,402,Not Applicable,Sunnyside Shines,40.743038,-73.917615,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8870195875431 40.75536873154103),4,Queens,403,25,34,13,14,1975,602,General,backed,09/25/2013,80-10 Northern Boulevard,80-10 Northern Boulevard,Northern Boulevard,80th & 81st Street,Queens,403,Not Applicable,Not Applicable,40.755377,-73.887021,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82609060733185 40.75149972937553),4,Queens,407,20,25,16,6,3359,2167,General,backed,07/13/2016,43-50 Main Street,43-50 Main Street,Main Street,Elder Avenue & Peck Avenue,Queens,407,Not Applicable,Not Applicable,40.751508,-73.826092,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89447758434065 40.75458573148589),4,Queens,403,25,34,13,14,3159,1814,General,backed,09/10/2015,72-06 Northern Boulevard,72-06 Northern Boulevard,Northern Boulevard,72nd Street & 73rd Street,Queens,403,Q66,Not Applicable,40.754594,-73.894479,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88388959111523 40.70167574173325),4,Queens,405,30,38,15,6,3304,0,Municipal Facilities,,,68-20 Myrtle Avenue,72-21 68th Street,68th Street,Myrtle Avenue & Cooper Avenue,Queens,405,Not Applicable,Not Applicable,40.701684,-73.883891,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86186259897788 40.692189742971735),4,Queens,409,30,38,15,7,2271,1095,BID,backed,12/05/2013,80-19 Jamaica Avenue,80-19 Jamaica Avenue,Jamaica Avenue,80th Street & Forest Pkwy,Queens,409,Not Applicable,Woodhaven,40.692198,-73.861864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77228862347266 40.76608172496984),4,Queens,411,19,26,11,6,1508,351,BID,backed,01/28/2013,38-33 Bell Blvd,38-33 Bell Blvd,Bell Blvd,38th and 39th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.76609,-73.77229,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8752615917033 40.74853073213052),4,Queens,404,21,34,13,14,2864,1436,General,backed,11/12/2014,91-08 Roosevelt Avenue,91-08 Roosevelt Avenue,Roosevelt Avenue,Aske Street & Benham Street,Queens,404,Not Applicable,Not Applicable,40.748539,-73.875263,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86436959543266 40.7269827356669),4,Queens,406,29,28,16,6,2539,1242,Municipal Facilities,backed,06/17/2014,91-41 63rd Drive,91-41 63rd Drive,Austin Street,Austin Street and 63rd Avenue,Queens,406,Not Applicable,Not Applicable,40.726991,-73.864371,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92681657441263 40.76262773097007),4,Queens,401,22,36,12,12,2823,0,General,backed,11/06/2014,29-10 Broadway,29-10 Broadway,Broadway,29th Street & 30th Street,Queens,401,Not Applicable,Not Applicable,40.762636,-73.926818,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88969658663173 40.74916873255832),4,Queens,403,25,39,13,14,2198,1054,General,backed,10/29/2013,76-10 37th Avenue,76-10 37th Avenue,37th Avenue,76th & 77th Street,Queens,403,Not Applicable,Not Applicable,40.749177,-73.889698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77040005036534 40.76240283767085),4,Queens,411,19,26,11,6,1515,324,BID,backed,01/30/2013,42-10 Bell Blvd,42-10 Bell Blvd,Bell Blvd,42nd and 43rd Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.7624028377,-73.7704000504,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95796956527101 40.74474473601727),4,Queens,402,26,37,12,12,2766,1651,Municipal Facilities,backed,11/14/2014,48-09 Center Boulevard,48-09 Center Boulevard,Center Boulevard,48th Avenue & 49th Avenue,Queens,402,Not Applicable,Not Applicable,40.744753,-73.957971,AE,,2
POINT (-73.7395716369628 40.70590473558842),4,Queens,413,27,33,14,5,4042,307,Bus Route,backless 2,05/09/2018,111-27 Springfield Boulevard,111-27 Springfield Boulevard,Springfield Boulevard,112th Avenue & 110th Avenue,Queens,413,Q27,Not Applicable,40.705913,-73.739573,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83691761342699 40.57933776351468),4,Queens,414,32,23,15,5,1953,1596,BID,backed,12/02/2014,186 Beach 116th Street,186 Beach 116th Street,Beach 116th Street,Flight 587 Park Memorial Rockaway Beach Blvd,Queens,414,Not Applicable,Beach 116th Street Partnership,40.579346,-73.836919,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9180305766466 40.76530073018736),4,Queens,401,22,36,12,12,2850,1608,General,backless,12/16/2014,35-08 30th Avenue,35-08 30th Avenue,30th Avenue,35th Street and 36th Street,Queens,401,Q18,Not Applicable,40.765309,-73.918032,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88492858839531 40.74968273187502),4,Queens,403,25,39,13,14,2053,801,General,backless,09/24/2013,81-27 37th Avenue,81-27 37th Avenue,82nd Street,35th & 37th Avenue,Queens,403,Q32,Not Applicable,40.749691,-73.88493,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9012605844277 40.715033739110204),4,Queens,405,30,30,15,6,633,532,Bus Route,backless,04/12/2013,60-77 Fresh Pond Road,6077 Fresh Pond Road,Fresh Pond Road,Eliot Avenue & 60th Drive,Queens,405,Q58,Not Applicable,40.715042,-73.901262,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87157659341877 40.73383973455544),4,Queens,404,25,35,16,6,3185,517,AAR,backless 2,08/04/2014,90-15 Queens Boulevard,90-15 Queens Boulevard,Queens Boulevard,59th Avenue & 90th Street,Queens,404,Q11,Not Applicable,40.733848,-73.871578,X,AREA OF MINIMAL FLOOD HAZARD,6
