the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-74.00938755516412 40.630503759477264),3,Brooklyn,310,38,49,22,10,2481,1218,Health Care Facilities,backless,05/29/2014,6511 Fort Hamilton Parkway,6511 Fort Hamilton Parkway,Fort Hamilton Parkway,65th Street & 66th Street,Brooklyn,310,B16,Not Applicable,40.630512,-74.009389,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88578759333805 40.6650457483268),3,Brooklyn,305,42,60,19,8,2288,1577,General,backless,12/13/2013,665 New Lots Avenue,665 New Lots Avenue,New Lots Avenue,Barbey Street & Schenck Avenue,Brooklyn,305,B15,Not Applicable,40.665054,-73.885789,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.00406255639535 40.633891758775704),3,Brooklyn,312,38,48,17,10,3281,2242,General,backed,05/21/2016,5801 Fort Hamilton Pkwy,5801 Fort Hamilton Pkwy,Fort Hamilton Pkwy,58th Street & 59th Street,Brooklyn,312,B16,Not Applicable,40.6339,-74.004064,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93081157902988 40.655644752110824),3,Brooklyn,317,41,58,20,9,3714,83,Senior Safety,backed 2,05/20/2017,726 Utica Avenue,726 Utica Avenue,Utica Avenue,Lenox Road & Clarkson Avenue,Brooklyn,317,Not Applicable,Not Applicable,40.655653,-73.930813,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98986456311728 40.60574576432033),3,Brooklyn,311,44,47,22,11,2061,1354,General,backed,11/27/2013,7914 Bay Parkway,7914 Bay Parkway,Bay Parkway,78th & 79th Street,Brooklyn,311,Not Applicable,Not Applicable,40.605754,-73.989866,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9118615836955 40.66951774918699),3,Brooklyn,316,41,55,20,9,1761,326,BID,backed,02/21/2013,1665 Pitkin Avenue,1665 Pitkin Avenue,Pitkin Avenue,Bristol Street & Chester Street,Brooklyn,316,Not Applicable,Pitkin Avenue,40.669526,-73.911863,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9399735761778 40.66337975142628),3,Brooklyn,309,41,43,20,9,2255,1160,Senior Center,backed,11/26/2013,483 Albany Avenue,483 Albany Avenue,Albany Avenue,Lefferts and Empire Boulevards,Brooklyn,309,Not Applicable,Not Applicable,40.663388,-73.939975,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94986857191883 40.671612750120296),3,Brooklyn,308,35,43,20,9,3455,1777,Bus Route,backless,11/03/2016,845 St Johns Place,845 St Johns Place,St Johns Place,New York Avenue & Nostrand Avenue,Brooklyn,308,B45,Not Applicable,40.671621,-73.94987,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93307857633097 40.68805974561546),3,Brooklyn,303,36,56,25,8,3214,2239,Municipal Facilities,backed,03/30/2016,210 Stuyvesant Avenue,210 Stuyvesant Avenue,Stuyvesant Avenue,Monroe Street & Gates Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.688068,-73.93308,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95682056958105 40.67386674941182),3,Brooklyn,308,35,57,20,9,939,577,General,backed,05/28/2013,720 Franklin Avenue,720 Franklin Avenue,Franklin Avenue,Park Place and Sterling Place,Brooklyn,308,Not Applicable,Not Applicable,40.673875,-73.956822,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9357615812272 40.60127676274216),3,Brooklyn,315,46,41,19,9,3920,300,Senior Safety,backed 2,01/24/2018,3082 Avenue U,3082 Avenue U,Avenue U,Bragg Street & Brigham Street,Brooklyn,315,Not Applicable,Not Applicable,40.601285,-73.935763,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.9372615791548 40.62216275940487),3,Brooklyn,318,45,41,19,9,4183,121,General,backed 2,09/25/2018,3832 KINGS HIGHWAY,3832 KINGS HIGHWAY,KINGS HIGHWAY,Ryder Street & Flatbush Avenue,Brooklyn,318,B82,Not Applicable,40.622171,-73.937263,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94399557206991 40.69850374454453),3,Brooklyn,303,36,56,18,7,1047,129,Senior Center,backless,09/26/2012,177 Throop Avenue,,Throop Avenue,Park Avenue and Ellery Street,Brooklyn,303,B43,Not Applicable,40.698512,-73.943997,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95632826610097 40.652289343643176),3,Brooklyn,314,40,43,21,9,3892,304,Senior Safety,backed,08/23/2017,70 Linden Blvd,70 Linden Blvd,Linden Blvd,Caton Avenue & Bedford Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.6522893436,-73.9563282661,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00519555508265 40.655701754968995),3,Brooklyn,307,38,51,25,7,1607,389,General,backed,01/08/2013,153 35th Street,153 35th Street,35th Street,Fourth and Third Avenues,Brooklyn,307,Not Applicable,Not Applicable,40.65571,-74.005197,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95552025586079 40.68043124355823),3,Brooklyn,303,36,57,25,8,1106,185,General,backed,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6804312436,-73.9555202559,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92815458134716 40.62588975788297),3,Brooklyn,318,45,41,21,8,4160,95,Bus Route,backed,09/13/2018,4915 Flatlands Ave,4915 Flatlands Ave,Flatlands Avenue,Utica Avenue & E 49th Street,Brooklyn,318,B82,Not Applicable,40.625898,-73.928156,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91980458282616 40.652870752765075),3,Brooklyn,317,42,58,21,9,3712,12,Senior Safety,backed 2,05/20/2017,9006 Church Avenue,577 Remsen Avenue,Remsen Avenue,Remsen Avenue & Avenue A,Brooklyn,317,Not Applicable,Not Applicable,40.652879,-73.919806,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97724056369069 40.67210475020388),3,Brooklyn,306,39,52,20,9,4066,326,General,backless,11/02/2018,160 7th Avenue,160 7th Avenue,7th Avenue,Garfield Place & First Street,Brooklyn,306,B67,Not Applicable,40.672113,-73.977242,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91990558012573 40.691698744383345),3,Brooklyn,304,34,54,18,7,2995,1591,Senior Center,backed,01/14/2015,1175 Gates Avenue,1175 Gates Avenue,Gates Avenue,Evergreen Avenue & Bushwick Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.691707,-73.919907,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.01583283603742 40.62622382091005),3,Brooklyn,310,43,46,22,11,2908,1370,Municipal Facilities,backless,12/24/2014,7400 Fort Hamilton Parkway,7400 Fort Hamilton Parkway,Fort Hamilton Parkway,73rd Street & 74th Street,Brooklyn,310,B16,Not Applicable,40.6262238209,-74.015832836,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94414357168074 40.70250574315609),3,Brooklyn,301,34,53,18,7,3357,0,General,backed,07/18/2016,10 Manhattan Avenue,10 Manhattan Avenue,Manhattan Avenue,Cook Street & Varet Street,Brooklyn,301,Not Applicable,Not Applicable,40.702514,-73.944145,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.96604456785388 40.64970175452467),3,Brooklyn,314,40,42,21,9,2636,1204,Municipal Facilities,backed,07/24/2014,18 Marlborough Road,18 Marlborough Road,Marlborough Road,Caton Avenue & Church Avenue,Brooklyn,314,Not Applicable,Not Applicable,40.64971,-73.966046,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97882661169608 40.64293322942098),3,Brooklyn,312,39,44,21,10,1021,22,Plaza,backed,05/30/2012,114 Beverley Road,114 Beverley Road,Beverly Road,Church Ave and East 2nd Street,Brooklyn,312,Not Applicable,Not Applicable,40.6429332294,-73.9788266117,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94160257229262 40.7005197434167),3,Brooklyn,303,36,56,18,7,1060,1867,Senior Center,backed,09/18/2012,760 Broadway,21 Park Avenue,Marcus Garvey Boulevard,Throop Avenue and Marcus Garvey Boulevard,Brooklyn,303,Not Applicable,Not Applicable,40.700528,-73.941604,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9001165896229 40.643169753289044),3,Brooklyn,318,46,59,19,8,2579,1238,Municipal Facilities,backless,07/07/2014,1535 Rockaway Parkway,1535 Rockaway Parkway,Rockaway Parkway,Avenue J & Flatlands Avenue,Brooklyn,318,B42,Not Applicable,40.643178,-73.900118,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.00969755454868 40.63536175850416),3,Brooklyn,307,38,49,20,7,2285,1375,General,backless,12/16/2013,6010 8th Avenue,6010 8th Avenue,8th Avenue,60th & 61st Street,Brooklyn,307,B70,Not Applicable,40.63537,-74.009699,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88299259455324 40.65157375107127),3,Brooklyn,305,42,60,19,8,3603,2429,General,backed,05/20/2017,177 Vandalia Avenue,177 Vandalia Avenue,Vandalia Avenue,Ardsley Loop & Ardsley Loop,Brooklyn,305,B83,Not Applicable,40.651582,-73.882994,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.95800957548855 40.57828476868499),3,Brooklyn,313,48,45,23,8,3719,169,General,backless 2,07/03/2017,1047 Brighton Beach Avenue,1047 Brighton Beach Avenue,Brighton Beach Avenue,Brighton 11th Street & Brighton 12th Street,Brooklyn,313,B1,Brighton Beach,40.578293,-73.958011,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,668,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97573256696352 40.6158477616219),3,Brooklyn,312,44,48,17,10,1554,406,General,backed,01/15/2013,5902 23rd Avenue,,23rd Avenue,60th Street and 59th Street,Brooklyn,312,Not Applicable,Not Applicable,40.615856,-73.975734,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95892556929611 40.67556374916965),3,Brooklyn,308,35,57,20,9,2673,1538,General,backless,10/06/2014,528 Prospect Place,528 Prospect Place,Prospect Place,Classon Avenue & Franklin Avenue,Brooklyn,308,Not Applicable,Not Applicable,40.675572,-73.958927,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00065055611665 40.65790575391672),3,Brooklyn,307,38,51,20,7,1606,391,General,backed,01/07/2013,825 Fourth Avenue,825 Fourth Avenue,4th Avenue,29th Street & 30th Street,Brooklyn,307,Not Applicable,Not Applicable,40.657914,-74.000652,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93349758134089 40.59674876389108),3,Brooklyn,315,46,41,19,9,2637,1246,Municipal Facilities,backed,07/15/2014,3117 Avenue W,3117 Avenue W,Knapp Street,Avenue W & Whitney Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.596757,-73.933499,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.98179356529693 40.6204377607873),3,Brooklyn,312,44,48,17,10,2491,1093,General,backed,06/03/2014,5800 20th Avenue,5800 20th Avenue,20th Avenue,54th Street & 59th Street,Brooklyn,312,Not Applicable,Not Applicable,40.620446,-73.981795,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89028659122866 40.66050174952161),3,Brooklyn,305,42,60,19,8,2744,1535,Municipal Facilities,backed,10/16/2014,580 Hegeman Avenue,580 Hegeman Avenue,Hegeman Avenue,New Jersey Street & Vermont Street,Brooklyn,305,Not Applicable,Not Applicable,40.66051,-73.890288,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.93081157715979 40.683232746742945),3,Brooklyn,303,36,56,25,8,115,43,Bus Route,backless,04/30/2012,500 Macon Street,288 Malcolm X Boulevard,Malcolm X Boulevard,McDonough Street and Macon Street,Brooklyn,303,B46,Not Applicable,40.683241,-73.930813,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96207956826575 40.66265075192175),3,Brooklyn,309,40,43,21,9,3798,446,General,backed 2,01/16/2018,469 Flatbush Avenue,469 Flatbush Avenue,Flatbush Avenue,Empire Blvd & Lefferts Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.662659,-73.962081,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02551154961832 40.63706475900595),3,Brooklyn,310,43,51,22,10,3629,35,General,backed 2,03/07/2017,6740 3rd Avenue,6740 3rd Avenue,3rd Avenue,Senator Street & 68th Street,Brooklyn,310,B37,Not Applicable,40.637073,-74.025513,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.980801567355 40.57555776964446),3,Brooklyn,313,47,46,23,8,2222,1065,Bus Route,backless,10/31/2013,1243 Surf Avenue,1243 Surf Avenue,Surf Avenue,Stillwell Avenue and West 12th Street,Brooklyn,313,B36,Not Applicable,40.575566,-73.980803,AE,,1
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,457,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99163956198339 40.61074976313608),3,Brooklyn,311,47,49,22,10,3400,2033,Bus Route,backless,11/03/2016,2006 Bay Ridge Parkway,2006 Bay Ridge Parkway,Bay Ridge Parkway,20th Avenue & 21st Avenue,Brooklyn,311,B4,Not Applicable,40.610758,-73.991641,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93757998799579 40.58394633331051),3,Brooklyn,315,48,41,23,8,2388,1022,Senior Center,backed,03/05/2014,3031 Emmons Avenue,3031 Emmons Avenue,Emmons Avenue,Nostrand Avenue & Lake Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.5839463333,-73.937579988,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.9916325568622 40.6932987471051),3,Brooklyn,302,33,52,26,7,3085,1361,General,backed,06/16/2015,175 Remsen Street,175 Remsen Street,Remsen Street,Clinton Street & Court Street,Brooklyn,302,Not Applicable,Not Applicable,40.693307,-73.991634,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9490115722626 40.66617275078071),3,Brooklyn,309,35,43,20,9,2635,1513,Municipal Facilities,backed,07/28/2014,330 Crown Street,330 Crown Street,Crown Street,Nostrand Avenue & New York Avenue,Brooklyn,309,Not Applicable,Not Applicable,40.666181,-73.949013,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00231655472199 40.67601575073184),3,Brooklyn,306,38,51,25,7,2385,554,Senior Center,backed,02/19/2015,110 W. 9th Street,110 W. 9th Street,W 9th Street,Gowanus Expressway & Henry Street,Brooklyn,306,Not Applicable,Not Applicable,40.676024,-74.002318,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.86248160002219 40.66799774724392),3,Brooklyn,305,42,60,19,8,3493,2352,Bus Route,backless,02/13/2017,902 Eldert Lane,902 Eldert Lane,Eldert Lane,Loring Avenue & Linden Boulevard,Brooklyn,305,B13,Not Applicable,40.668006,-73.862483,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.00709255610161 40.63398775932307),3,Brooklyn,312,38,49,17,7,3786,148,Bus Route,backed 2,07/03/2017,900 60th Street,900 60th Street,60th Street,9th Avenue & Fort Hamilton Pkwy.,Brooklyn,312,B9,Not Applicable,40.633996,-74.007094,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02501155048309 40.62076876195449),3,Brooklyn,310,43,46,22,11,3924,507,Bus Route,backless 2,01/12/2018,555 86th Street,555 86th Street,86th Street,Fort Hamilton Parkway & 5th avenue,Brooklyn,310,B1,86th Street Bay Ridge,40.620777,-74.025013,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92350958150332 40.65252475271263),3,Brooklyn,317,41,58,20,9,3713,89,Bus Route,backless 2,05/20/2017,5713 Church Avenue,5758 Kings Highway,Kings Highway,Kings Highway & E 57th Street,Brooklyn,317,B7,Not Applicable,40.652533,-73.923511,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95552025586079 40.68043124355823),3,Brooklyn,303,36,57,25,8,1106,224,General,backed,09/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6804312436,-73.9555202559,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96673756635245 40.68263974852987),3,Brooklyn,302,35,57,25,8,2050,660,General,backed,07/09/2013,520 Clinton Avenue,520 Clinton Avenue,Clinton Avenue,Atlantic Avenue and Fulton Street,Brooklyn,302,Not Applicable,Not Applicable,40.682648,-73.966739,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,101,Plaza,backless,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94344157138985 40.708870742317266),3,Brooklyn,301,34,53,18,7,2409,1025,Senior Center,backed,03/26/2014,202 Graham Avenue,202 Graham Avenue,Graham Avenue,Scholes Street and Maujer Street,Brooklyn,301,Not Applicable,Not Applicable,40.708879,-73.943443,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95378257170317 40.66282075180611),3,Brooklyn,309,40,43,20,9,3485,901,General,backed,08/01/2016,406 Rogers Avenue,406 Rogers Avenue,Rogers Avenue,Lefferts Avenue & Sterling Street,Brooklyn,309,Not Applicable,Not Applicable,40.662829,-73.953784,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9557525709864 40.64876475444096),3,Brooklyn,317,40,42,21,9,3273,1774,Municipal Facilities,backed,06/09/2016,2263 Bedford Avenue,2263 Bedford Avenue,Bedford Avenue,Snyder Avenue & Erasmus Street,Brooklyn,317,Not Applicable,Not Applicable,40.648773,-73.955754,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9590936131341 40.70914833683308),3,Brooklyn,301,34,50,18,7,4255,565,Bus Route,backed 2,05/30/2019,225 Havemeyer Street,225 Havemeyer Street,Havemeyer Street,Broadway and S 5th Street,Brooklyn,301,B46,Not Applicable,40.7091483368,-73.9590936131,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00112355489817 40.688309748269134),3,Brooklyn,306,39,52,26,7,3109,1932,General,backed,05/22/2015,100 Columbia Street,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,306,Not Applicable,Not Applicable,40.688318,-74.001125,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.88975659105199 40.67788174624039),3,Brooklyn,305,37,55,18,7,2739,1536,Municipal Facilities,backed,10/21/2014,135 Schenck Avenue,135 Schenck Avenue,Schenck Avenue,Fulton Street & Atlantic Avenue,Brooklyn,305,Not Applicable,Not Applicable,40.67789,-73.889758,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9145735835256 40.67064574864243),3,Brooklyn,316,41,55,20,9,3701,2207,Bus Route,backed,05/20/2017,1440 East New York Avenue,1440 East New York Avenue,East New York Avenue,Thomas S Boyland Street & Amboy Street,Brooklyn,316,B7,Not Applicable,40.670654,-73.914575,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9425445752279 40.665762750433245),3,Brooklyn,309,35,43,20,9,2057,881,General,backed,06/21/2013,378 Kingston Avenue,378 Kingston Avenue,Crown Street,Crown Street and Brooklyn Avenues,Brooklyn,309,Not Applicable,Not Applicable,40.665771,-73.942546,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94225757492246 40.668617750105064),3,Brooklyn,309,35,43,20,9,880,97,General,backed,07/27/2012,311 Kingston Avenue,311 Kingston Avenue,Kingston Avenue,Eastern Parkway North and South,Brooklyn,309,Not Applicable,Not Applicable,40.668626,-73.942259,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93699557455099 40.69796774431464),3,Brooklyn,304,34,53,18,7,95,13,Bus Route,backless,04/14/2012,893 Broadway,893 Broadway,Broadway,Arion Place and Belvedere Street,Brooklyn,304,B46,Not Applicable,40.697976,-73.936997,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9859715590229 40.68926074762814),3,Brooklyn,302,33,52,25,8,1891,0,Other,backed,05/01/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.689269,-73.985973,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97570092396697 40.686818869974616),3,Brooklyn,302,35,57,25,8,1062,285,Plaza,backless 2,05/16/2018,650 Fulton Street,650 Fulton Street,Plaza,Fulton Street and Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.68681887,-73.975700924,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95188957310484 40.64803575424167),3,Brooklyn,317,40,42,21,9,2634,1181,Municipal Facilities,backed,07/24/2014,2707 Albemarle Road,2707 Albemarle Road,Albemarle Road,East 28th Street & Rogers Avenue,Brooklyn,317,Not Applicable,Not Applicable,40.648044,-73.951891,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94725157443652 40.640057756235386),3,Brooklyn,317,45,42,21,9,2736,1532,Municipal Facilities,backed,10/14/2014,3109 Newkirk Avenue,434 East 32nd Street,East 32nd Street,East 31st Street & East 32nd Street,Brooklyn,317,Not Applicable,Not Applicable,40.640066,-73.947253,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90755958505417 40.67015974834279),3,Brooklyn,316,37,55,19,8,1720,468,BID,backed,02/21/2013,1777 Pitkin Avenue,1777 Pitkin Avenue,Pitkin Avenue,Watkin Street & Mother Gaston Blvd,Brooklyn,316,Not Applicable,Pitkin Avenue,40.670168,-73.907561,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91940057996847 40.694808743828375),3,Brooklyn,304,37,53,18,7,3213,2077,Municipal Facilities,backed,05/05/2016,331 Central Avenue,331 Central Avenue,Central Avenue,Menahan Street & Grove Street,Brooklyn,304,Not Applicable,Not Applicable,40.694817,-73.919402,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96912356527055 40.676958749259924),3,Brooklyn,308,35,52,20,9,874,173,General,backed,07/26/2012,646A Vanderbilt Avenue,646 Vanderbuilt Avenue,Vanderbilt Avenue,Prospect and Park Places,Brooklyn,308,Not Applicable,Not Applicable,40.676967,-73.969125,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99196055769471 40.69055174743355),3,Brooklyn,302,33,52,26,7,987,542,BID,backed 2,06/19/2012,106 Court Street,106 Court Street,Court Street,Livingston and Schermerhorn Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.69056,-73.991962,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94545157038905 40.71296374140839),3,Brooklyn,301,34,53,18,12,2408,1090,Senior Center,backed,03/26/2014,211 Ainslie Street,211 Ainslie Street,Ainslie Street,Manhattan Avenue & Graham Avenue,Brooklyn,301,Not Applicable,Not Applicable,40.712972,-73.945453,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87109068755579 40.675879919852086),3,Brooklyn,305,42,54,19,8,4213,2306,General,backed,06/06/2019,404 Pine Street,404 Pine Street,Pine Street,Pitkin Avenue & Glenmore Avenue,Brooklyn,305,Not Applicable,Not Applicable,40.6758799199,-73.8710906876,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92097558238271 40.64686875329908),3,Brooklyn,317,45,58,21,9,2964,1268,Municipal Facilities,backless,01/12/2015,5909 Beverly Road,5909 Beverly Road,Beverly Road,Ralph Avenue & East 59th Street,Brooklyn,317,B8,Not Applicable,40.646877,-73.920977,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.03425654821075 40.61560376391575),3,Brooklyn,310,43,46,22,11,2166,761,Community Health Centers,backed,09/13/2013,9711 3rd Avenue,9711 3rd Avenue,3rd Avenue,Marine Avenue and 97th Street,Brooklyn,310,Not Applicable,Not Applicable,40.615612,-74.034258,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97531556303517 40.68108774884822),3,Brooklyn,306,39,52,25,9,2894,692,Municipal Facilities,backless,12/29/2014,218 Flatbush Avenue,218 Flatbush Avenue,Bergen Street,Flatbush Avenue and 5th Avenue,Brooklyn,306,B65,North Flatbush,40.681096,-73.975317,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96175268639941 40.68268968737077),3,Brooklyn,302,35,57,25,8,1534,103,Plaza,backless,04/01/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826896874,-73.9617526864,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95303256914134 40.69300974553135),3,Brooklyn,303,33,57,25,8,2130,848,Community Health Centers,backed,09/10/2013,195 Sandford Street,195 Sandford Street,Sandford Street,Willoughby Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.693018,-73.953034,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00754455622415 40.62019476170167),3,Brooklyn,310,43,49,22,11,4155,599,Bus Route,backless,03/14/2019,7504 13th Avenue,7504 13th Avenue,13th Avenue,Bay Ridge Parkway & 76 Street,Brooklyn,310,B64,Not Applicable,40.620203,-74.007546,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88273559440279 40.65650875073465),3,Brooklyn,305,42,60,19,8,4015,433,Bus Route,backless 2,08/09/2018,972 Van Siclen Avenue,972 Van Siclen Avenue,Van Siclen Avenue,Wortman Avenue & Cozine Avenue,Brooklyn,305,B83,Not Applicable,40.656517,-73.882737,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.97783656793074 40.592269766713216),3,Brooklyn,315,47,45,23,11,3435,2444,Bus Route,backless,12/16/2016,2837 86th Street,2837 86th Street,86th Street,W 7th Street & W 8th Street,Brooklyn,315,B1,Not Applicable,40.592278,-73.977838,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.92913957953131 40.65200475319331),3,Brooklyn,317,41,58,20,9,364,148,Bus Route,backless,07/18/2012,5117 & 5119 Church Avenue,,Church Avenue,East 51st and 52nd Streets,Brooklyn,317,B35,Not Applicable,40.652013,-73.929141,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97859256579969 40.61657576154403),3,Brooklyn,312,44,48,17,10,4092,0,General,backed,08/07/2018,6010 Bay Parkway,6010 Bay Parkway,Bay Parkway,61st Street & 60th Street,Brooklyn,312,Not Applicable,Not Applicable,40.616584,-73.978594,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9262265785261 40.67928574756889),3,Brooklyn,303,36,56,25,8,3561,334,General,backed,07/26/2016,25 Sumpter Street,1805 Fulton Street,Sumpter Street,Patchen Avenue & Fulton Street,Brooklyn,303,Not Applicable,Not Applicable,40.679294,-73.926228,X,AREA OF MINIMAL FLOOD HAZARD,
